Formatted Date,Summary,Precip Type,Temperature (C),Apparent Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Loud Cover,Pressure (millibars),Daily Summary
10/21/2008,Foggy,rain,2.711111111,0.472222222,0.96,7.9695,167,0.5152,0,1014.29,Foggy in the morning.
10/22/2008,Foggy,rain,3.816666667,2.644444444,1,5.2808,169,2.737,0,1014.35,Foggy in the morning.
10/23/2008,Clear,rain,6.883333333,5.105555556,0.93,9.1126,135,5.6833,0,1014,Foggy in the morning.
10/24/2008,Mostly Cloudy,rain,8.938888889,6.533333333,0.88,15.6814,132,11.2056,0,1013.53,Foggy in the morning.
10/25/2008,Mostly Cloudy,rain,11.20555556,11.20555556,0.79,20.7046,141,9.982,0,1013.05,Foggy in the morning.
10/26/2008,Mostly Cloudy,rain,12.85,12.85,0.7,20.1572,151,11.0285,0,1012.74,Foggy in the morning.
3/29/2009,Overcast,rain,17,17,0.92,2.6565,55,14.9086,0,1008.06,Partly cloudy throughout the day.
3/30/2009,Overcast,rain,17.06666667,17.06666667,0.86,6.6332,289,15.8263,0,1007.86,Partly cloudy throughout the day.
3/31/2009,Overcast,rain,16.50555556,16.50555556,0.79,6.9874,307,14.9569,0,1008.06,Partly cloudy throughout the day.
4/1/2009,Overcast,rain,4.444444444,1.194444444,0.92,14.329,310,9.9015,0,1014.39,Mostly cloudy until evening.
4/2/2009,Mostly Cloudy,rain,8.983333333,6.055555556,0.57,20.4953,339,11.2056,0,1015.64,Mostly cloudy until evening.
4/3/2009,Partly Cloudy,rain,4.094444444,2.583333333,0.77,6.3434,267,14.9569,0,1017.38,Mostly cloudy until evening.
4/4/2009,Clear,rain,2.688888889,-0.155555556,0.85,10.2879,269,6.118,0,1017.42,Partly cloudy starting in the morning continuing until evening.
4/5/2009,Clear,rain,5.066666667,3.938888889,0.81,5.635,181,14.9569,0,1018.24,Partly cloudy starting in the morning continuing until evening.
4/6/2009,Clear,rain,2.6,0.961111111,0.85,6.0536,289,15.6492,0,1017.33,Partly cloudy starting in the morning continuing until evening.
4/7/2009,Partly Cloudy,rain,1.583333333,-0.161111111,0.92,5.9248,351,14.7315,0,1017.53,Partly cloudy starting in the morning continuing until evening.
4/8/2009,Partly Cloudy,rain,2.155555556,2.155555556,0.9,3.2361,271,13.6528,0,1017.7,Partly cloudy starting in the morning continuing until evening.
4/9/2009,Clear,rain,0.955555556,0.955555556,0.92,1.5939,165,6.118,0,1017.84,Partly cloudy starting in the morning continuing until evening.
4/10/2009,Clear,rain,4.011111111,1.044444444,0.83,12.1555,265,13.9104,0,1016.82,Mostly cloudy until evening.
4/11/2009,Overcast,rain,4.905555556,1.844444444,0.86,13.7977,320,9.9015,0,1014.18,Mostly cloudy until evening.
4/12/2009,Overcast,rain,4.883333333,2.35,0.83,10.8836,338,9.9015,0,1014.27,Mostly cloudy until evening.
4/13/2009,Overcast,rain,4.388888889,1.277777778,0.89,13.3952,322,9.016,0,1014.14,Mostly cloudy until evening.
4/14/2009,Overcast,rain,4.838888889,1.288888889,0.86,16.8889,320,11.1251,0,1014.11,Mostly cloudy until evening.
4/15/2009,Overcast,rain,4.811111111,1.483333333,0.83,15.3433,330,9.982,0,1014.41,Mostly cloudy until evening.
4/16/2009,Mostly Cloudy,rain,4.944444444,1.244444444,0.84,18.1769,337,9.982,0,1014.9,Mostly cloudy until evening.
4/17/2009,Mostly Cloudy,rain,7.2,4.166666667,0.65,17.3719,0,9.982,0,1014.98,Mostly cloudy until evening.
4/18/2009,Partly Cloudy,rain,7.777777778,5.022222222,0.67,16.261,352,11.2056,0,1014.97,Mostly cloudy until evening.
4/19/2009,Mostly Cloudy,rain,8.727777778,6.65,0.64,12.9122,359,11.4471,0,1015.52,Mostly cloudy until evening.
4/20/2009,Partly Cloudy,rain,10,7.1,0.5,23.2162,340,11.2056,0,1015.72,Mostly cloudy until evening.
4/21/2009,Mostly Cloudy,rain,10.09444444,10.09444444,0.55,19.2878,339,11.3988,0,1015.47,Mostly cloudy until evening.
4/22/2009,Partly Cloudy,rain,11.06111111,11.06111111,0.46,14.2646,337,11.2056,0,1015.24,Mostly cloudy until evening.
4/23/2009,Partly Cloudy,rain,10.13888889,10.13888889,0.42,12.558,337,11.2056,0,1015.14,Mostly cloudy until evening.
4/24/2009,Partly Cloudy,rain,11.01111111,11.01111111,0.42,9.3541,312,11.3988,0,1015.13,Mostly cloudy until evening.
4/25/2009,Partly Cloudy,rain,10.11666667,10.11666667,0.49,7.6636,335,11.2056,0,1015.39,Mostly cloudy until evening.
4/26/2009,Partly Cloudy,rain,7.916666667,7.916666667,0.57,4.4597,345,11.2056,0,1015.7,Mostly cloudy until evening.
4/27/2009,Partly Cloudy,rain,7.333333333,7.333333333,0.63,2.6243,350,11.0285,0,1016.2,Mostly cloudy until evening.
4/28/2009,Partly Cloudy,rain,5.05,5.05,0.75,3.059,275,11.2056,0,1016.83,Mostly cloudy until evening.
4/29/2009,Clear,rain,3.933333333,2.422222222,0.76,6.2629,268,15.8263,0,1017.12,Mostly cloudy until evening.
4/30/2009,Partly Cloudy,rain,3.8,2.288888889,0.82,6.2146,270,15.7297,0,1017.32,Partly cloudy starting in the morning continuing until evening.
5/1/2009,Mostly Cloudy,rain,14.98333333,14.98333333,0.83,9.4507,299,11.2056,0,1007.87,Partly cloudy throughout the day.
5/2/2009,Partly Cloudy,rain,24.94444444,24.94444444,0.43,18.6599,288,10.3523,0,1007.73,Partly cloudy throughout the day.
5/3/2009,Mostly Cloudy,rain,15.57777778,15.57777778,0.81,3.3166,306,15.8263,0,1009.32,Mostly cloudy until night.
5/4/2009,Mostly Cloudy,rain,17.06666667,17.06666667,0.73,9.3219,339,9.982,0,1009.12,Mostly cloudy until night.
5/5/2009,Mostly Cloudy,rain,17.48333333,17.48333333,0.72,7.4221,10,9.982,0,1009.19,Mostly cloudy until night.
5/6/2009,Overcast,rain,17.66666667,17.66666667,0.71,8.7745,48,9.982,0,1009.19,Mostly cloudy until night.
5/7/2009,Overcast,rain,18.8,18.8,0.69,8.7584,59,9.982,0,1008.99,Mostly cloudy until night.
5/8/2009,Clear,rain,19.68333333,19.68333333,0.67,8.7423,60,11.0285,0,1008.93,Mostly cloudy until night.
5/9/2009,Clear,rain,18.82222222,18.82222222,0.78,10.626,70,11.27,0,1008.11,Mostly cloudy until night.
5/10/2009,Partly Cloudy,rain,16.02222222,16.02222222,0.81,12.3809,299,11.2056,0,1007.98,Partly cloudy throughout the day.
5/11/2009,Mostly Cloudy,rain,16.16111111,16.16111111,0.81,15.8746,306,9.982,0,1008.07,Partly cloudy throughout the day.
5/12/2009,Mostly Cloudy,rain,18.84444444,18.84444444,0.68,22.1053,309,9.982,0,1007.86,Partly cloudy throughout the day.
5/13/2009,Mostly Cloudy,rain,21.11666667,21.11666667,0.68,20.2055,300,9.982,0,1007.95,Partly cloudy throughout the day.
5/14/2009,Partly Cloudy,rain,22.50555556,22.50555556,0.62,15.1501,309,9.982,0,1008.2,Partly cloudy throughout the day.
5/15/2009,Partly Cloudy,rain,23.79444444,23.79444444,0.54,17.2431,290,11.27,0,1007.95,Partly cloudy throughout the day.
5/16/2009,Partly Cloudy,rain,23.88888889,23.88888889,0.51,15.5848,309,11.27,0,1008.03,Partly cloudy throughout the day.
5/17/2009,Partly Cloudy,rain,25.83333333,25.83333333,0.44,16.422,308,11.4471,0,1008.03,Partly cloudy throughout the day.
5/18/2009,Partly Cloudy,rain,25.92777778,25.92777778,0.43,21.6867,290,11.27,0,1007.73,Partly cloudy throughout the day.
5/19/2009,Partly Cloudy,rain,25,25,0.42,20.0767,290,9.982,0,1007.71,Partly cloudy throughout the day.
5/20/2009,Partly Cloudy,rain,24.92777778,24.92777778,0.45,16.9855,299,9.982,0,1007.81,Partly cloudy throughout the day.
5/21/2009,Partly Cloudy,rain,22.8,22.8,0.51,12.397,290,11.2056,0,1008.02,Partly cloudy throughout the day.
5/22/2009,Partly Cloudy,rain,19.33888889,19.33888889,0.7,7.3255,280,11.3988,0,1008.55,Partly cloudy throughout the day.
5/23/2009,Partly Cloudy,rain,17.80555556,17.80555556,0.78,4.7817,260,9.982,0,1008.62,Partly cloudy throughout the day.
5/24/2009,Mostly Cloudy,rain,17.78333333,17.78333333,0.75,3.4615,256,15.8263,0,1008.73,Partly cloudy throughout the day.
5/25/2009,Mostly Cloudy,rain,16.48888889,16.48888889,0.79,6.3434,279,14.9569,0,1009.41,Partly cloudy throughout the day.
5/26/2009,Mostly Cloudy,rain,15.69444444,15.69444444,0.83,6.5044,281,15.8263,0,1009.79,Mostly cloudy until night.
5/27/2009,Mostly Cloudy,rain,15.62777778,15.62777778,0.81,3.3649,299,15.8263,0,1009.69,Mostly cloudy until night.
5/28/2009,Mostly Cloudy,rain,16.21111111,16.21111111,0.93,4.2182,279,14.7154,0,1007.41,Mostly cloudy until night.
5/29/2009,Mostly Cloudy,rain,15.57777778,15.57777778,0.84,6.2951,281,15.8263,0,1009.61,Mostly cloudy until night.
5/30/2009,Mostly Cloudy,rain,15.60555556,15.60555556,0.81,3.7191,327,14.9569,0,1009.37,Mostly cloudy until night.
5/31/2009,Mostly Cloudy,rain,15.05,15.05,0.83,7.7924,348,9.982,0,1009.14,Mostly cloudy until night.
6/1/2009,Mostly Cloudy,rain,24.69444444,24.69444444,0.65,4.4275,64,10.0464,0,1006.95,Partly cloudy starting overnight.
6/2/2009,Mostly Cloudy,rain,16.26111111,16.26111111,0.87,8.6135,348,9.7083,0,1010.89,Mostly cloudy until night.
6/3/2009,Mostly Cloudy,rain,22.50555556,22.50555556,0.68,11.27,340,11.1251,0,1007.66,Mostly cloudy until night.
6/4/2009,Mostly Cloudy,rain,19.91111111,19.91111111,0.74,16.1966,20,11.2056,0,1007.87,Mostly cloudy until night.
6/5/2009,Overcast,rain,19.35555556,19.35555556,0.76,13.2664,29,14.9086,0,1008.35,Mostly cloudy until night.
6/6/2009,Overcast,rain,17.88333333,17.88333333,0.85,12.6868,7,14.9569,0,1008.32,Mostly cloudy until night.
6/7/2009,Overcast,rain,17.25,17.25,0.89,10.5294,338,15.8263,0,1008.16,Partly cloudy throughout the day.
6/8/2009,Overcast,rain,16.62777778,16.62777778,0.92,6.3756,328,15.8263,0,1008.15,Partly cloudy throughout the day.
6/9/2009,Mostly Cloudy,rain,15.84444444,15.84444444,0.84,3.5259,315,14.9569,0,1009.37,Partly cloudy throughout the day.
6/10/2009,Partly Cloudy,rain,24.13888889,24.13888889,0.7,12.8478,17,15.8746,0,1007.07,Partly cloudy starting overnight.
6/11/2009,Mostly Cloudy,rain,23.12222222,23.12222222,0.77,11.8496,5,14.7154,0,1007.62,Partly cloudy starting overnight.
6/12/2009,Partly Cloudy,rain,15.56111111,15.56111111,0.92,3.3327,263,14.9086,0,1011.53,Mostly cloudy until night.
6/13/2009,Partly Cloudy,rain,15.49444444,15.49444444,0.87,3.3649,280,15.8263,0,1011.34,Mostly cloudy until night.
6/14/2009,Mostly Cloudy,rain,16.53888889,16.53888889,0.91,3.6225,321,14.168,0,1008.66,Mostly cloudy until night.
6/15/2009,Partly Cloudy,rain,13.8,13.8,0.9,3.2039,291,15.7297,0,1011.04,Mostly cloudy until night.
6/16/2009,Partly Cloudy,rain,13.31666667,13.31666667,0.9,3.1234,274,15.6492,0,1011.12,Mostly cloudy until night.
6/17/2009,Partly Cloudy,rain,12.60555556,12.60555556,0.92,3.6064,308,13.8943,0,1010.9,Mostly cloudy until night.
6/18/2009,Clear,rain,12.32777778,12.32777778,0.93,3.0912,295,10.8192,0,1011.54,Mostly cloudy until night.
6/19/2009,Partly Cloudy,rain,14.96666667,14.96666667,0.87,4.508,322,9.6761,0,1010.85,Mostly cloudy until night.
6/20/2009,Foggy,rain,16.25,16.25,0.92,9.3058,341,0.9982,0,1010.93,Mostly cloudy until night.
6/21/2009,Partly Cloudy,rain,18.88888889,18.88888889,0.89,10.6421,340,4.5885,0,1010.64,Mostly cloudy until night.
6/22/2009,Partly Cloudy,rain,21.35,21.35,0.76,14.0392,341,10.948,0,1010.56,Mostly cloudy until night.
6/23/2009,Mostly Cloudy,rain,21.20555556,21.20555556,0.76,13.9426,340,12.0428,0,1010.5,Mostly cloudy until night.
6/24/2009,Partly Cloudy,rain,22.33888889,22.33888889,0.72,10.8192,348,11.27,0,1010.09,Mostly cloudy until night.
6/25/2009,Mostly Cloudy,rain,23.03333333,23.03333333,0.66,10.2074,333,15.3111,0,1009.62,Mostly cloudy until night.
6/26/2009,Mostly Cloudy,rain,23.91111111,23.91111111,0.62,9.4024,352,11.27,0,1008.8,Mostly cloudy until night.
6/27/2009,Mostly Cloudy,rain,24.97777778,24.97777778,0.51,7.6636,348,11.27,0,1008.39,Mostly cloudy until night.
6/28/2009,Mostly Cloudy,rain,23.8,23.8,0.58,9.0482,341,11.4471,0,1007.71,Mostly cloudy until night.
6/29/2009,Mostly Cloudy,rain,23.59444444,23.59444444,0.53,7.5992,358,11.27,0,1007.66,Mostly cloudy until night.
6/30/2009,Mostly Cloudy,rain,20.01666667,20.01666667,0.78,12.2682,329,11.4471,0,1007.6,Mostly cloudy until night.
7/1/2009,Partly Cloudy,rain,16.25,16.25,0.43,14.7798,149,15.3111,0,1016.76,Partly cloudy starting in the afternoon.
7/2/2009,Clear,rain,19.44444444,19.44444444,0.9,6.0375,291,15.8263,0,1012.22,Partly cloudy starting overnight.
7/3/2009,Mostly Cloudy,rain,32.17222222,32.22222222,0.38,7.728,161,10.0464,0,1010.47,Partly cloudy starting overnight.
7/4/2009,Mostly Cloudy,rain,32.53888889,32.68888889,0.38,12.6224,199,11.27,0,1008.95,Partly cloudy starting overnight.
7/5/2009,Partly Cloudy,rain,31.97777778,32.16111111,0.4,12.0911,190,11.27,0,1008.2,Partly cloudy starting overnight.
7/6/2009,Mostly Cloudy,rain,32.01111111,32.51111111,0.41,8.9194,210,10.3523,0,1007.57,Partly cloudy starting overnight.
7/7/2009,Mostly Cloudy,rain,30.94444444,30.75,0.39,13.4113,189,9.982,0,1007.1,Partly cloudy starting overnight.
7/8/2009,Mostly Cloudy,rain,28.57222222,29.15,0.5,7.9695,205,9.9015,0,1007.04,Partly cloudy starting overnight.
7/9/2009,Mostly Cloudy,rain,27.09444444,28.15,0.59,6.2307,55,10.2718,0,1007.03,Partly cloudy starting overnight.
7/10/2009,Mostly Cloudy,rain,17.26666667,17.26666667,0.41,16.1,159,9.982,0,1016.04,Partly cloudy starting in the afternoon.
7/11/2009,Mostly Cloudy,rain,17.28888889,17.28888889,0.38,16.2288,159,9.982,0,1015.06,Partly cloudy starting in the afternoon.
7/12/2009,Overcast,rain,17.38888889,17.38888889,0.37,14.1358,167,10.3523,0,1014.68,Partly cloudy starting in the afternoon.
7/13/2009,Mostly Cloudy,rain,17.28888889,17.28888889,0.38,14.49,159,9.982,0,1014.36,Partly cloudy starting in the afternoon.
7/14/2009,Partly Cloudy,rain,15.08888889,15.08888889,0.44,9.7083,158,9.982,0,1014.16,Partly cloudy starting in the afternoon.
7/15/2009,Partly Cloudy,rain,11.71111111,11.71111111,0.58,10.3845,129,9.982,0,1014.36,Partly cloudy starting in the afternoon.
7/16/2009,Partly Cloudy,rain,11.16111111,11.16111111,0.61,10.9319,130,9.982,0,1014.6,Partly cloudy starting in the afternoon.
7/17/2009,Partly Cloudy,rain,10.02777778,10.02777778,0.68,11.1734,138,15.8263,0,1014.69,Partly cloudy starting in the afternoon.
7/18/2009,Partly Cloudy,rain,10.13888889,10.13888889,0.65,13.6206,140,14.9569,0,1014.51,Partly cloudy starting in the afternoon.
7/19/2009,Partly Cloudy,rain,21.01666667,21.01666667,0.87,3.22,310,15.8263,0,1012.02,Partly cloudy starting overnight.
7/20/2009,Mostly Cloudy,rain,20.72222222,20.72222222,0.81,9.2253,354,14.8764,0,1008.65,Partly cloudy starting overnight.
7/21/2009,Partly Cloudy,rain,18.79444444,18.79444444,0.93,5.9248,272,14.812,0,1012.11,Partly cloudy starting overnight.
7/22/2009,Partly Cloudy,rain,17.73333333,17.73333333,0.93,3.1234,303,14.812,0,1011.63,Partly cloudy starting overnight.
7/23/2009,Partly Cloudy,rain,17.60555556,17.60555556,0.95,2.9302,338,14.0231,0,1011.84,Partly cloudy starting overnight.
7/24/2009,Partly Cloudy,rain,18.73333333,18.73333333,0.93,7.8407,50,9.7566,0,1011.81,Partly cloudy starting overnight.
7/25/2009,Partly Cloudy,rain,22.55555556,22.55555556,0.8,1.61,20,9.7566,0,1011.72,Partly cloudy starting overnight.
7/26/2009,Partly Cloudy,rain,24.76111111,24.76111111,0.7,3.1717,41,9.9015,0,1011.86,Partly cloudy starting overnight.
7/27/2009,Partly Cloudy,rain,27.17222222,28.03333333,0.56,1.7388,139,9.982,0,1011.67,Partly cloudy starting overnight.
7/28/2009,Mostly Cloudy,rain,28.91111111,30.13888889,0.55,2.9463,75,9.982,0,1011.27,Partly cloudy starting overnight.
7/29/2009,Mostly Cloudy,rain,30.95555556,31.17222222,0.42,2.7531,186,11.3988,0,1011.07,Partly cloudy starting overnight.
7/30/2009,Mostly Cloudy,rain,32.12777778,31.27222222,0.32,7.3416,249,10.0464,0,1010.07,Partly cloudy starting overnight.
7/31/2009,Mostly Cloudy,rain,31.98333333,31.41111111,0.35,7.1645,168,10.3523,0,1009.69,Partly cloudy starting overnight.
8/1/2009,Clear,rain,0.955555556,0.955555556,0.92,4.5724,341,4.5885,0,1018.13,Partly cloudy starting in the morning continuing until evening.
8/2/2009,Clear,rain,12.38333333,12.38333333,0.49,12.4453,187,9.982,0,1017.24,Partly cloudy starting in the morning continuing until evening.
8/3/2009,Clear,rain,2.022222222,0.227777778,0.93,6.2307,141,11.2539,0,1018.28,Partly cloudy starting in the afternoon.
8/4/2009,Clear,rain,6.111111111,3.638888889,0.79,11.8979,141,9.5473,0,1018.66,Partly cloudy starting in the afternoon.
8/5/2009,Partly Cloudy,rain,10.00555556,10.00555556,0.66,11.4793,142,9.982,0,1018.38,Partly cloudy starting in the afternoon.
8/6/2009,Clear,rain,12.24444444,12.24444444,0.52,17.8066,160,9.982,0,1018.46,Partly cloudy starting in the afternoon.
8/7/2009,Clear,rain,12.93888889,12.93888889,0.5,19.6259,150,9.982,0,1018.34,Partly cloudy starting in the afternoon.
8/8/2009,Partly Cloudy,rain,13.98333333,13.98333333,0.5,20.6241,151,9.982,0,1017.86,Partly cloudy starting in the afternoon.
8/9/2009,Partly Cloudy,rain,15.09444444,15.09444444,0.44,16.0839,150,9.982,0,1017.26,Partly cloudy starting in the afternoon.
8/10/2009,Clear,rain,5.594444444,5.594444444,0.82,0.2254,236,5.8765,0,1018.47,Partly cloudy starting in the morning continuing until evening.
8/11/2009,Clear,rain,9.822222222,7.777777778,0.66,14.49,110,9.982,0,1018.32,Partly cloudy starting in the morning continuing until evening.
8/12/2009,Clear,rain,11.07222222,11.07222222,0.54,1.6744,30,9.982,0,1018.59,Partly cloudy starting in the morning continuing until evening.
8/13/2009,Partly Cloudy,rain,11.05555556,11.05555556,0.48,6.9391,210,11.0285,0,1018.68,Partly cloudy starting in the morning continuing until evening.
8/14/2009,Partly Cloudy,rain,12.24444444,12.24444444,0.43,7.1323,246,11.2056,0,1018.49,Partly cloudy starting in the morning continuing until evening.
8/15/2009,Partly Cloudy,rain,12.85,12.85,0.41,9.1609,216,11.2056,0,1018.38,Partly cloudy starting in the morning continuing until evening.
8/16/2009,Partly Cloudy,rain,12.88888889,12.88888889,0.38,9.5795,199,10.3523,0,1018.35,Partly cloudy starting in the morning continuing until evening.
8/17/2009,Partly Cloudy,rain,12.91666667,12.91666667,0.4,9.4829,218,9.982,0,1017.58,Partly cloudy starting in the morning continuing until evening.
8/18/2009,Partly Cloudy,rain,13.88888889,13.88888889,0.46,10.3845,224,9.982,0,1017.37,Partly cloudy starting in the morning continuing until evening.
8/19/2009,Partly Cloudy,rain,13.02222222,13.02222222,0.48,12.2038,211,10.3523,0,1017.37,Partly cloudy starting in the morning continuing until evening.
8/20/2009,Clear,rain,10.20555556,10.20555556,0.57,9.8371,187,9.982,0,1017.45,Partly cloudy starting in the morning continuing until evening.
8/21/2009,Clear,rain,9.144444444,8.088888889,0.62,7.6475,163,9.982,0,1017.83,Partly cloudy starting in the morning continuing until evening.
8/22/2009,Clear,rain,7.827777778,6.1,0.68,9.7405,160,9.982,0,1018.17,Partly cloudy starting in the morning continuing until evening.
8/23/2009,Clear,rain,7.733333333,6.672222222,0.65,6.7459,161,15.8263,0,1018.28,Partly cloudy starting in the morning continuing until evening.
8/24/2009,Clear,rain,7.144444444,6.138888889,0.69,6.2146,165,14.9569,0,1018.37,Partly cloudy starting in the morning continuing until evening.
8/25/2009,Clear,rain,6.016666667,4.783333333,0.74,6.4078,163,15.8263,0,1018.39,Partly cloudy starting in the afternoon.
8/26/2009,Clear,rain,5.461111111,4.077777778,0.76,6.601,180,15.8263,0,1018.49,Partly cloudy starting in the afternoon.
8/27/2009,Partly Cloudy,rain,8.244444444,5.988888889,0.72,13.3791,161,14.9569,0,1015.16,Partly cloudy starting in the afternoon.
8/28/2009,Clear,rain,3.838888889,2.194444444,0.82,6.6332,169,15.8263,0,1018.18,Partly cloudy starting in the afternoon.
8/29/2009,Clear,rain,2.244444444,2.244444444,0.91,3.4776,142,14.9086,0,1018.29,Partly cloudy starting in the afternoon.
8/30/2009,Clear,rain,2.172222222,-0.866666667,0.92,10.7065,121,5.0393,0,1018.08,Partly cloudy starting in the afternoon.
8/31/2009,Clear,rain,3.661111111,0.911111111,0.89,10.7226,130,6.9874,0,1018.6,Partly cloudy starting in the afternoon.
9/1/2009,Overcast,rain,18.91666667,18.91666667,0.9,3.381,274,6.5366,0,1010.97,Mostly cloudy throughout the day.
9/2/2009,Overcast,rain,16.16111111,16.16111111,0.97,6.2951,169,6.118,0,1010.1,Mostly cloudy until night.
9/3/2009,Mostly Cloudy,rain,20.18888889,20.18888889,0.77,7.8729,202,11.27,0,1013.43,Mostly cloudy until night.
9/4/2009,Partly Cloudy,rain,22.35555556,22.35555556,0.7,12.9766,198,11.4471,0,1013.49,Mostly cloudy until night.
9/5/2009,Partly Cloudy,rain,23.86666667,23.86666667,0.54,10.8675,209,11.27,0,1013.22,Mostly cloudy until night.
9/6/2009,Partly Cloudy,rain,23.88888889,23.88888889,0.58,9.5312,201,11.27,0,1012.83,Mostly cloudy until night.
9/7/2009,Partly Cloudy,rain,22.95555556,22.95555556,0.56,11.8013,165,11.4471,0,1012.85,Mostly cloudy until night.
9/8/2009,Partly Cloudy,rain,22.47777778,22.47777778,0.58,10.8192,159,11.1251,0,0,Mostly cloudy until night.
9/9/2009,Partly Cloudy,rain,20.85555556,20.85555556,0.7,4.5885,148,11.27,0,1012.28,Mostly cloudy until night.
9/10/2009,Mostly Cloudy,rain,20.05,20.05,0.78,4.7334,213,11.27,0,1010.28,Mostly cloudy throughout the day.
9/11/2009,Partly Cloudy,rain,21.06666667,21.06666667,0.73,9.0643,132,11.27,0,1009.53,Mostly cloudy throughout the day.
9/12/2009,Mostly Cloudy,rain,20.05,20.05,0.78,0.3703,167,11.0768,0,1009.78,Mostly cloudy throughout the day.
9/13/2009,Overcast,rain,20,20,0.83,0.0644,255,11.27,0,1009.83,Mostly cloudy throughout the day.
9/14/2009,Overcast,rain,18.86666667,18.86666667,0.9,0.0322,17,11.27,0,1010.18,Mostly cloudy throughout the day.
9/15/2009,Overcast,rain,17.95555556,17.95555556,0.96,3.7835,89,11.0768,0,1010.43,Mostly cloudy throughout the day.
9/16/2009,Overcast,rain,17.71111111,17.71111111,0.97,12.2199,129,11.2056,0,1010.09,Mostly cloudy throughout the day.
9/17/2009,Overcast,rain,17.73333333,17.73333333,0.93,10.6099,130,11.9784,0,1009.92,Mostly cloudy throughout the day.
9/18/2009,Overcast,rain,16.79444444,16.79444444,0.97,5.3935,143,8.05,0,1010.08,Mostly cloudy throughout the day.
9/19/2009,Overcast,rain,16.66666667,16.66666667,0.97,6.1824,159,7.9695,0,1010.49,Mostly cloudy until night.
9/20/2009,Overcast,rain,17.01111111,17.01111111,0.91,5.4096,178,13.685,0,1013.23,Mostly cloudy until night.
9/21/2009,Overcast,rain,16.11666667,16.11666667,0.97,2.8658,283,6.118,0,1010.3,Mostly cloudy until night.
9/22/2009,Overcast,rain,16.11666667,16.11666667,0.97,2.8497,306,6.0697,0,1010.48,Mostly cloudy until night.
9/23/2009,Overcast,rain,15.55555556,15.55555556,0.96,5.8121,224,6.5849,0,1010.86,Mostly cloudy until night.
9/24/2009,Clear,rain,14.00555556,14.00555556,1,3.0751,199,5.9731,0,1010.7,Mostly cloudy until night.
9/25/2009,Partly Cloudy,rain,16.11666667,16.11666667,0.93,9.3541,210,5.9731,0,1011.39,Mostly cloudy until night.
9/26/2009,Mostly Cloudy,rain,16.05,16.05,0.93,9.0643,220,3.6708,0,1011.92,Mostly cloudy until night.
9/27/2009,Mostly Cloudy,rain,16.21111111,16.21111111,0.99,7.5831,230,4.991,0,1012.57,Mostly cloudy until night.
9/28/2009,Overcast,rain,17.80555556,17.80555556,0.89,7.728,200,11.27,0,1013.15,Mostly cloudy until night.
9/29/2009,Mostly Cloudy,rain,18.88333333,18.88333333,0.84,5.2325,217,10.8997,0,1013.59,Mostly cloudy until night.
9/30/2009,Mostly Cloudy,rain,22.26666667,22.26666667,0.67,11.0607,208,11.27,0,1013.32,Mostly cloudy until night.
10/1/2009,Mostly Cloudy,rain,20,20,0.77,4.7495,69,11.27,0,1007.52,Mostly cloudy until night.
10/2/2009,Mostly Cloudy,rain,16.73333333,16.73333333,0.93,6.0053,112,3.9123,0,1007.28,Mostly cloudy throughout the day.
10/3/2009,Mostly Cloudy,rain,17.08888889,17.08888889,0.99,10.8192,171,6.9391,0,1007.8,Mostly cloudy throughout the day.
10/4/2009,Mostly Cloudy,rain,17.66666667,17.66666667,0.96,9.5956,143,10.4811,0,1008.39,Mostly cloudy throughout the day.
10/5/2009,Mostly Cloudy,rain,19.79444444,19.79444444,0.85,10.5133,162,11.27,0,1008.32,Mostly cloudy throughout the day.
10/6/2009,Mostly Cloudy,rain,22.01666667,22.01666667,0.74,10.7709,229,11.27,0,1008.71,Mostly cloudy throughout the day.
10/7/2009,Partly Cloudy,rain,21.13888889,21.13888889,0.73,9.4668,237,11.0768,0,1009.28,Mostly cloudy throughout the day.
10/8/2009,Partly Cloudy,rain,21.04444444,21.04444444,0.73,15.1018,259,11.27,0,1009.72,Mostly cloudy throughout the day.
10/9/2009,Partly Cloudy,rain,18.93888889,18.93888889,0.89,13.524,237,7.2772,0,1010.77,Mostly cloudy throughout the day.
10/10/2009,Mostly Cloudy,rain,21.15,21.15,0.72,7.7924,108,11.3988,0,1007.29,Mostly cloudy until night.
10/11/2009,Mostly Cloudy,rain,23.65555556,23.65555556,0.67,11.0124,89,11.2056,0,1006.83,Mostly cloudy until night.
10/12/2009,Mostly Cloudy,rain,23.61666667,23.61666667,0.6,15.2145,147,11.2056,0,1006.16,Mostly cloudy until night.
10/13/2009,Mostly Cloudy,rain,23.81666667,23.81666667,0.62,10.6421,152,11.3988,0,1005.9,Mostly cloudy until night.
10/14/2009,Partly Cloudy,rain,22.03888889,22.03888889,0.7,25.0033,200,11.27,0,1005.65,Mostly cloudy until night.
10/15/2009,Mostly Cloudy,rain,19.95,19.95,0.7,16.1644,190,11.0768,0,1006.32,Mostly cloudy until night.
10/16/2009,Partly Cloudy,rain,18.92222222,18.92222222,0.8,8.3237,189,11.2861,0,1006.71,Mostly cloudy until night.
10/17/2009,Mostly Cloudy,rain,17.26666667,17.26666667,0.88,7.8085,149,9.8532,0,1007.17,Mostly cloudy until night.
