satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,Quit_the_Company,promotion_last_5years,Departments,salary,employee_id
0.11,0.96,6,310,4,0,1,0,technical,low,EMP01718
0.44,0.54,2,133,3,0,1,0,technical,low,EMP01719
0.77,0.96,5,249,6,0,1,0,technical,low,EMP01720
0.91,1,4,251,6,0,1,0,technical,low,EMP01721
0.26,0.46,2,242,3,0,1,0,technical,low,EMP01722
0.81,0.93,5,265,6,0,1,0,technical,low,EMP01723
0.11,0.87,6,280,4,0,1,0,technical,low,EMP01724
0.92,0.89,4,241,5,0,1,0,technical,low,EMP01725
0.1,0.86,5,253,4,0,1,0,technical,low,EMP01726
0.45,0.51,2,137,3,0,1,0,support,low,EMP01727
0.11,0.94,6,266,4,0,1,0,support,low,EMP01728
0.23,0.7,5,168,4,0,1,0,support,low,EMP01729
0.86,0.95,4,270,5,0,1,0,support,low,EMP01730
0.44,0.55,2,141,3,0,1,0,support,low,EMP01731
0.41,0.56,2,133,3,0,1,0,support,low,EMP01732
0.84,0.97,5,256,5,0,1,0,support,low,EMP01733
0.42,0.52,2,160,3,0,1,0,support,low,EMP01734
0.11,0.88,7,275,4,0,1,0,support,low,EMP01735
0.38,0.46,2,160,3,0,1,0,support,low,EMP01736
0.11,0.96,7,244,4,0,1,0,support,low,EMP01737
0.1,0.83,6,271,4,0,1,0,technical,medium,EMP01738
0.86,0.88,5,268,5,0,1,0,technical,medium,EMP01739
0.91,1,4,253,5,1,1,0,technical,medium,EMP01740
0.37,0.53,2,140,3,0,1,0,management,medium,EMP01741
0.46,0.5,2,146,3,0,1,0,IT,medium,EMP01742
0.1,0.89,6,259,5,0,1,0,IT,medium,EMP01743
0.37,0.46,2,127,3,0,1,0,IT,medium,EMP01744
0.4,0.48,2,161,3,0,1,0,IT,medium,EMP01745
0.09,0.78,6,260,4,0,1,0,IT,medium,EMP01746
0.11,0.89,6,272,4,0,1,0,product_mng,medium,EMP01747
0.39,0.48,2,159,3,0,1,0,product_mng,medium,EMP01748
0.89,0.96,4,219,6,0,1,0,product_mng,medium,EMP01749
0.09,0.91,6,243,4,0,1,0,product_mng,high,EMP01750
0.88,0.97,4,255,5,1,1,0,IT,low,EMP01751
0.11,0.9,7,245,4,0,1,0,RandD,medium,EMP01752
0.1,0.95,6,264,5,0,1,0,RandD,medium,EMP01753
0.91,1,4,245,6,0,1,0,RandD,medium,EMP01754
0.44,0.52,2,137,3,0,1,0,RandD,medium,EMP01755
0.63,0.76,2,157,4,0,1,0,RandD,low,EMP01756
0.1,0.87,7,247,4,0,1,0,marketing,low,EMP01757
0.36,0.51,2,144,3,0,1,0,sales,low,EMP01758
0.45,0.51,2,149,3,0,1,0,accounting,low,EMP01759
0.73,1,5,253,6,0,1,0,support,low,EMP01760
0.37,0.55,2,140,3,0,1,0,technical,low,EMP01761
0.09,0.85,7,307,4,0,1,0,management,low,EMP01762
0.41,0.71,3,205,4,0,1,0,marketing,low,EMP01763
0.72,1,5,234,5,0,1,0,marketing,low,EMP01764
0.36,0.54,2,127,3,0,1,0,marketing,low,EMP01765
0.9,1,4,229,5,0,1,0,sales,low,EMP01766
0.44,0.56,2,141,3,0,1,0,sales,low,EMP01767
0.78,0.95,4,260,5,0,1,0,sales,low,EMP01768
0.37,0.52,2,141,3,0,1,0,sales,low,EMP01769
0.4,0.47,2,144,3,1,1,0,sales,low,EMP01770
0.84,1,5,250,5,0,1,0,sales,low,EMP01771
0.09,0.86,6,245,4,0,1,0,sales,low,EMP01772
0.83,0.93,4,269,5,0,1,0,sales,low,EMP01773
0.11,0.87,6,273,4,0,1,0,sales,low,EMP01774
0.37,0.5,2,142,3,0,1,0,sales,low,EMP01775
0.09,0.93,6,273,5,0,1,0,sales,low,EMP01776
0.43,0.47,2,248,2,0,1,0,sales,medium,EMP01777
0.39,0.56,2,147,3,0,1,0,sales,medium,EMP01778
0.85,0.9,2,168,2,0,1,0,sales,medium,EMP01779
0.38,0.52,2,128,3,0,1,0,sales,medium,EMP01780
0.76,0.84,5,227,5,1,1,0,sales,medium,EMP01781
0.44,0.51,2,135,3,0,1,0,sales,medium,EMP01782
0.73,1,4,268,5,0,1,0,sales,medium,EMP01783
0.43,0.53,2,136,3,0,1,0,sales,medium,EMP01784
0.43,0.51,2,149,3,1,1,0,accounting,medium,EMP01785
0.09,0.96,7,264,4,0,1,0,accounting,medium,EMP01786
0.43,0.53,2,143,3,0,1,0,accounting,medium,EMP01787
0.45,0.57,2,138,3,0,1,0,hr,medium,EMP01788
0.42,0.48,2,146,3,0,1,0,hr,high,EMP01789
0.41,0.46,2,150,3,1,1,0,hr,low,EMP01790
0.44,0.55,2,156,3,0,1,0,hr,medium,EMP01791
0.09,0.92,7,245,4,0,1,0,technical,medium,EMP01792
0.41,0.51,2,156,3,0,1,0,technical,medium,EMP01793
0.43,0.51,2,143,3,0,1,0,technical,medium,EMP01794
0.38,0.51,2,159,3,0,1,0,technical,low,EMP01795
0.85,0.96,4,217,5,0,1,0,technical,low,EMP01796
0.88,0.91,4,234,6,0,1,0,technical,low,EMP01797
0.44,0.46,2,138,3,0,1,0,technical,low,EMP01798
0.11,0.92,7,265,4,0,1,0,technical,low,EMP01799
0.38,0.5,2,145,3,0,1,0,technical,low,EMP01800
0.09,0.78,6,263,4,0,1,0,technical,low,EMP01801
0.11,0.79,6,264,4,0,1,0,technical,low,EMP01802
0.11,0.88,6,253,4,0,1,0,support,low,EMP01803
0.44,0.48,2,155,3,0,1,0,support,low,EMP01804
0.38,0.51,2,137,3,0,1,0,support,low,EMP01805
0.1,0.87,6,254,5,0,1,0,support,low,EMP01806
0.45,0.57,2,143,3,0,1,0,support,low,EMP01807
0.11,0.94,7,280,5,0,1,0,support,low,EMP01808
0.36,0.48,2,136,3,0,1,0,support,low,EMP01809
0.72,0.95,5,271,5,0,1,0,support,low,EMP01810
0.43,0.48,2,157,3,0,1,0,support,low,EMP01811
0.45,0.5,2,150,3,0,1,0,support,low,EMP01812
0.4,0.53,2,127,3,0,1,0,support,low,EMP01813
0.1,0.81,6,271,4,0,1,0,technical,low,EMP01814
0.83,0.93,5,257,5,0,1,0,technical,low,EMP01815
0.11,0.8,7,305,4,0,1,0,technical,medium,EMP01816
0.43,0.5,2,152,3,0,1,0,management,medium,EMP01817
0.38,0.5,2,144,3,0,1,0,IT,medium,EMP01818
0.83,1,5,269,5,0,1,0,IT,medium,EMP01819
0.11,0.82,7,285,4,0,1,0,IT,medium,EMP01820
0.43,0.52,2,136,3,0,1,0,IT,medium,EMP01821
0.11,0.88,6,294,4,0,1,0,IT,medium,EMP01822
0.43,0.46,2,157,3,0,1,0,product_mng,medium,EMP01823
0.1,0.89,6,280,4,0,1,0,product_mng,medium,EMP01824
0.44,0.51,2,152,3,0,1,0,product_mng,medium,EMP01825
0.82,0.91,5,276,6,0,1,0,product_mng,medium,EMP01826
0.1,0.86,6,247,4,0,1,0,IT,medium,EMP01827
0.1,0.95,5,286,4,0,1,0,RandD,high,EMP01828
0.3,0.89,5,257,5,0,1,0,RandD,low,EMP01829
0.1,0.93,6,258,4,0,1,0,RandD,medium,EMP01830
0.39,0.5,2,151,3,0,1,0,RandD,medium,EMP01831
0.14,0.47,4,175,2,0,1,0,RandD,medium,EMP01832
0.82,0.92,4,252,5,0,1,0,marketing,medium,EMP01833
0.1,0.85,6,266,4,0,1,0,sales,low,EMP01834
0.09,0.9,6,295,4,0,1,0,accounting,low,EMP01835
0.54,0.83,6,165,6,0,1,0,support,low,EMP01836
0.61,0.58,2,264,4,0,1,0,technical,low,EMP01837
0.1,0.79,6,275,4,0,1,0,management,low,EMP01838
0.1,0.9,6,299,4,0,1,0,marketing,low,EMP01839
0.36,0.49,2,147,3,0,1,0,marketing,low,EMP01840
0.1,0.97,7,306,4,0,1,0,marketing,low,EMP01841
0.84,1,5,242,5,0,1,0,sales,low,EMP01842
0.38,0.51,2,159,3,0,1,0,sales,low,EMP01843
0.41,0.49,2,147,3,0,1,0,sales,low,EMP01844
0.37,0.51,2,154,3,1,1,0,sales,low,EMP01845
0.43,0.56,2,129,3,0,1,0,sales,low,EMP01846
0.46,0.53,2,161,3,0,1,0,sales,low,EMP01847
0.09,0.84,6,269,4,0,1,0,sales,low,EMP01848
0.78,0.86,5,274,5,0,1,0,sales,low,EMP01849
0.45,0.53,2,159,3,0,1,0,sales,low,EMP01850
0.42,0.47,2,135,3,0,1,0,sales,low,EMP01851
0.46,0.53,2,147,3,0,1,0,sales,low,EMP01852
0.39,0.49,2,142,3,0,1,0,sales,low,EMP01853
0.36,0.51,2,130,3,0,1,0,sales,low,EMP01854
0.43,0.53,2,147,3,0,1,0,sales,medium,EMP01855
0.85,0.87,5,246,5,1,1,0,sales,medium,EMP01856
0.11,0.92,6,281,4,0,1,0,sales,medium,EMP01857
0.11,0.9,6,253,4,0,1,0,sales,medium,EMP01858
0.38,0.47,2,128,3,0,1,0,sales,medium,EMP01859
0.43,0.57,2,129,3,0,1,0,sales,medium,EMP01860
0.75,1,5,223,6,0,1,0,accounting,medium,EMP01861
0.11,0.92,6,269,4,0,1,0,accounting,medium,EMP01862
0.1,0.9,7,269,4,0,1,0,accounting,medium,EMP01863
0.1,0.81,7,244,5,0,1,0,hr,medium,EMP01864
0.37,0.5,2,154,3,0,1,0,hr,medium,EMP01865
0.11,0.93,5,140,5,0,1,0,hr,medium,EMP01866
0.45,0.46,2,159,3,0,1,0,hr,high,EMP01867
0.44,0.48,2,158,3,0,1,0,technical,low,EMP01868
0.44,0.56,2,133,3,0,1,0,technical,medium,EMP01869
0.11,0.77,6,247,4,0,1,0,technical,medium,EMP01870
0.79,0.93,5,268,5,0,1,0,technical,medium,EMP01871
0.8,0.9,5,267,5,0,1,0,technical,medium,EMP01872
0.1,0.87,7,251,5,0,1,0,technical,low,EMP01873
0.09,0.93,6,279,4,0,1,0,technical,low,EMP01874
0.7,0.84,6,161,4,0,1,0,technical,low,EMP01875
0.72,0.84,4,256,5,0,1,0,technical,low,EMP01876
0.11,0.8,6,304,4,0,1,0,technical,low,EMP01877
0.39,0.51,2,137,3,0,1,0,technical,low,EMP01878
0.4,0.49,2,144,3,0,1,0,support,low,EMP01879
0.43,0.54,2,142,3,0,1,0,support,low,EMP01880
0.76,0.87,5,262,5,0,1,0,support,low,EMP01881
0.4,0.48,2,142,3,0,1,0,support,low,EMP01882
0.09,0.89,6,282,4,0,1,0,support,low,EMP01883
0.37,0.54,2,157,3,0,1,0,support,low,EMP01884
0.87,0.91,5,228,5,0,1,0,support,low,EMP01885
0.1,0.86,6,283,4,0,1,0,support,low,EMP01886
0.11,0.86,6,286,4,0,1,0,support,low,EMP01887
0.43,0.5,2,148,3,0,1,0,support,low,EMP01888
0.1,0.81,6,245,4,0,1,0,support,low,EMP01889
0.11,0.95,6,279,4,0,1,0,technical,low,EMP01890
0.85,0.87,5,245,5,0,1,0,technical,low,EMP01891
0.37,0.49,2,138,3,0,1,0,technical,low,EMP01892
0.44,0.52,2,141,3,0,1,0,management,low,EMP01893
0.1,0.83,7,302,5,0,1,0,IT,medium,EMP01894
0.11,0.89,6,268,4,0,1,0,IT,medium,EMP01895
0.87,0.88,5,240,5,0,1,0,IT,medium,EMP01896
0.39,0.49,2,127,3,0,1,0,IT,medium,EMP01897
0.1,0.94,7,264,4,0,1,0,IT,medium,EMP01898
0.44,0.53,2,155,3,0,1,0,product_mng,medium,EMP01899
0.4,0.49,2,143,3,0,1,0,product_mng,medium,EMP01900
0.76,0.98,5,217,6,0,1,0,product_mng,medium,EMP01901
0.46,0.55,2,147,3,0,1,0,product_mng,medium,EMP01902
0.9,0.92,4,271,5,0,1,0,IT,medium,EMP01903
0.85,0.87,4,273,5,0,1,0,RandD,medium,EMP01904
0.1,0.78,5,285,4,1,1,0,RandD,medium,EMP01905
0.43,0.49,2,131,3,0,1,0,RandD,high,EMP01906
0.2,0.5,5,135,6,0,1,0,RandD,low,EMP01907
0.81,0.92,5,239,5,0,1,0,RandD,medium,EMP01908
0.83,0.85,5,237,5,0,1,0,marketing,medium,EMP01909
0.14,0.75,4,277,5,1,1,0,sales,medium,EMP01910
0.1,0.84,5,303,5,0,1,0,accounting,medium,EMP01911
0.91,0.98,4,242,6,0,1,0,support,low,EMP01912
0.37,0.57,2,158,3,0,1,0,technical,low,EMP01913
0.42,0.57,2,147,3,1,1,0,management,low,EMP01914
0.39,0.68,2,282,5,0,1,0,marketing,low,EMP01915
0.39,0.54,2,154,3,0,1,0,marketing,low,EMP01916
0.44,0.52,2,149,3,0,1,0,marketing,low,EMP01917
0.37,0.45,2,149,3,0,1,0,sales,low,EMP01918
0.39,0.53,2,146,3,0,1,0,sales,low,EMP01919
0.72,0.94,4,258,5,0,1,0,sales,low,EMP01920
0.37,0.49,2,148,3,0,1,0,sales,low,EMP01921
0.82,0.94,5,236,5,0,1,0,sales,low,EMP01922
0.42,0.52,2,134,3,0,1,0,sales,low,EMP01923
0.59,1,2,155,5,0,1,0,sales,low,EMP01924
0.82,0.86,5,257,5,0,1,0,sales,low,EMP01925
0.73,0.97,6,189,2,0,1,0,sales,low,EMP01926
0.78,0.66,3,164,3,0,1,0,sales,low,EMP01927
0.09,0.95,6,271,4,0,1,0,sales,low,EMP01928
0.1,0.97,6,280,4,0,1,0,sales,low,EMP01929
0.45,0.46,2,149,3,0,1,0,sales,low,EMP01930
0.83,0.81,5,219,5,0,1,0,sales,low,EMP01931
0.43,0.51,2,128,3,0,1,0,sales,low,EMP01932
0.4,0.47,2,128,3,0,1,0,sales,medium,EMP01933
0.43,0.46,2,157,3,0,1,0,sales,medium,EMP01934
0.78,0.93,4,225,5,0,1,0,sales,medium,EMP01935
0.39,0.45,2,140,3,0,1,0,sales,medium,EMP01936
0.11,0.97,6,310,4,0,1,0,accounting,medium,EMP01937
0.36,0.52,2,143,3,0,1,0,accounting,medium,EMP01938
0.36,0.54,2,153,3,0,1,0,accounting,medium,EMP01939
0.1,0.79,7,310,4,0,1,0,hr,medium,EMP01940
0.4,0.47,2,136,3,0,1,0,hr,medium,EMP01941
0.81,0.85,4,251,6,0,1,0,hr,medium,EMP01942
0.4,0.47,2,144,3,0,1,0,hr,medium,EMP01943
0.09,0.93,6,296,4,0,1,0,technical,medium,EMP01944
0.76,0.89,5,238,5,0,1,0,technical,high,EMP01945
0.73,0.93,5,162,4,0,1,0,technical,low,EMP01946
0.38,0.49,2,137,3,0,1,0,technical,medium,EMP01947
0.72,0.84,5,257,5,0,1,0,technical,medium,EMP01948
0.4,0.56,2,148,3,0,1,0,technical,medium,EMP01949
0.91,0.99,5,254,5,0,1,0,technical,medium,EMP01950
0.85,0.85,4,247,6,0,1,0,technical,low,EMP01951
0.9,0.7,5,206,4,0,1,0,technical,low,EMP01952
0.46,0.55,2,145,3,0,1,0,technical,low,EMP01953
0.43,0.57,2,159,3,1,1,0,technical,low,EMP01954
0.89,0.88,5,228,5,1,1,0,support,low,EMP01955
0.09,0.81,6,257,4,0,1,0,support,low,EMP01956
0.4,0.48,2,155,3,0,1,0,support,low,EMP01957
0.76,0.83,6,293,6,0,1,0,support,low,EMP01958
0.4,0.57,2,151,3,0,1,0,support,low,EMP01959
0.37,0.48,2,160,3,0,1,0,support,low,EMP01960
0.37,0.53,2,143,3,0,1,0,support,low,EMP01961
0.11,0.96,6,280,4,0,1,0,support,low,EMP01962
0.37,0.52,2,158,3,0,1,0,support,low,EMP01963
0.09,0.89,7,310,4,0,1,0,support,low,EMP01964
0.88,0.86,5,258,5,0,1,0,support,low,EMP01965
0.84,0.94,5,262,5,0,1,0,technical,low,EMP01966
0.1,0.98,6,265,4,0,1,0,technical,low,EMP01967
0.41,0.47,2,143,3,1,1,0,technical,low,EMP01968
0.84,0.91,5,232,6,0,1,0,management,low,EMP01969
0.41,0.55,2,161,3,0,1,0,IT,low,EMP01970
0.53,0.76,5,132,6,0,1,0,IT,low,EMP01971
0.42,0.47,2,139,3,1,1,0,IT,medium,EMP01972
0.36,0.5,2,131,3,0,1,0,IT,medium,EMP01973
0.38,0.52,2,161,3,0,1,0,IT,medium,EMP01974
0.36,0.48,2,152,3,0,1,0,product_mng,medium,EMP01975
0.46,0.54,2,138,3,0,1,0,product_mng,medium,EMP01976
0.37,0.47,2,159,3,1,1,0,product_mng,medium,EMP01977
0.42,0.49,2,153,3,0,1,0,product_mng,medium,EMP01978
0.44,0.56,2,156,3,0,1,0,IT,medium,EMP01979
0.92,0.82,5,265,5,0,1,0,RandD,medium,EMP01980
0.1,0.79,6,301,5,0,1,0,RandD,medium,EMP01981
0.76,1,4,220,6,0,1,0,RandD,medium,EMP01982
0.11,0.79,6,247,4,0,1,0,RandD,medium,EMP01983
0.43,0.48,2,136,3,0,1,0,RandD,high,EMP01984
0.4,0.49,2,160,3,0,1,0,marketing,low,EMP01985
0.11,0.84,7,310,4,0,1,0,sales,medium,EMP01986
0.84,0.82,5,240,5,0,1,0,accounting,medium,EMP01987
0.84,0.84,5,238,5,0,1,0,support,medium,EMP01988
0.51,0.6,7,243,5,0,1,0,technical,medium,EMP01989
0.66,0.91,5,248,4,0,1,0,management,low,EMP01990
0.42,0.56,2,137,3,0,1,0,marketing,low,EMP01991
0.38,0.49,2,155,3,0,1,0,marketing,low,EMP01992
0.15,0.63,7,229,3,0,1,0,marketing,low,EMP01993
0.38,0.53,2,140,3,0,1,0,sales,low,EMP01994
0.43,0.54,2,156,3,0,1,0,sales,low,EMP01995
0.37,0.57,2,147,3,0,1,0,sales,low,EMP01996
0.11,0.92,7,293,4,0,1,0,sales,low,EMP01997
0.41,0.53,2,157,3,0,1,0,sales,low,EMP01998
0.84,0.96,4,247,5,0,1,0,sales,low,EMP01999
0.4,0.51,2,148,3,0,1,0,sales,low,EMP02000
0.58,0.74,4,215,3,0,0,0,sales,low,EMP02001
0.82,0.67,2,202,3,0,0,0,sales,low,EMP02002
0.45,0.69,5,193,3,0,0,0,sales,low,EMP02003
0.78,0.82,5,247,3,0,0,0,sales,low,EMP02004
0.49,0.6,3,214,2,0,0,0,sales,low,EMP02005
0.36,0.95,3,206,4,0,0,0,sales,low,EMP02006
0.54,0.37,2,176,2,0,0,0,sales,low,EMP02007
0.99,0.91,5,136,4,0,0,0,sales,low,EMP02008
0.5,0.75,6,127,3,0,0,0,sales,low,EMP02009
0.74,0.64,4,268,3,0,0,0,sales,low,EMP02010
0.56,0.58,4,258,3,0,0,0,sales,medium,EMP02011
0.34,0.39,2,136,3,0,0,0,sales,medium,EMP02012
0.48,0.94,5,255,6,0,0,0,accounting,medium,EMP02013
0.73,0.62,3,218,3,0,0,0,accounting,medium,EMP02014
0.59,0.87,3,268,4,0,0,0,accounting,medium,EMP02015
0.81,0.57,3,224,2,0,0,0,hr,medium,EMP02016
0.9,0.66,3,231,3,0,0,0,hr,medium,EMP02017
0.41,0.84,6,191,6,0,0,0,hr,medium,EMP02018
0.89,0.92,4,165,5,0,0,0,hr,medium,EMP02019
0.48,0.84,4,252,3,0,0,0,technical,medium,EMP02020
0.79,0.97,5,266,2,0,0,0,technical,medium,EMP02021
0.98,0.66,5,248,3,0,0,0,technical,medium,EMP02022
0.75,0.7,4,144,4,0,0,0,technical,high,EMP02023
1,0.41,4,174,3,0,0,0,technical,low,EMP02024
0.24,0.82,5,179,6,0,0,0,technical,medium,EMP02025
0.84,0.43,6,246,4,0,0,0,technical,medium,EMP02026
0.56,0.86,4,201,3,1,0,0,technical,medium,EMP02027
0.92,0.93,4,208,3,0,0,0,technical,medium,EMP02028
0.61,0.98,3,267,3,0,0,0,technical,low,EMP02029
0.84,0.77,4,262,4,0,0,0,technical,low,EMP02030
0.85,0.59,3,235,3,0,0,0,support,low,EMP02031
0.67,0.57,2,160,4,0,0,0,support,low,EMP02032
0.54,0.94,4,267,4,0,0,0,support,low,EMP02033
0.75,0.56,5,175,4,0,0,0,support,low,EMP02034
0.82,0.79,4,224,2,0,0,0,support,low,EMP02035
0.76,0.6,4,177,2,0,0,0,support,low,EMP02036
0.19,0.53,6,191,4,0,0,0,support,low,EMP02037
0.61,0.41,3,138,3,0,0,0,support,low,EMP02038
0.51,0.8,3,218,2,1,0,0,support,low,EMP02039
0.52,0.88,3,179,2,1,0,0,support,low,EMP02040
0.74,0.58,3,241,3,0,0,0,support,low,EMP02041
0.98,0.91,4,240,3,0,0,0,technical,low,EMP02042
0.71,0.92,3,202,4,0,0,0,technical,low,EMP02043
0.33,0.88,6,260,3,0,0,0,technical,low,EMP02044
0.98,0.97,3,196,3,0,0,0,management,low,EMP02045
0.52,0.59,2,176,3,1,0,0,IT,low,EMP02046
0.84,0.65,2,140,3,0,0,0,IT,low,EMP02047
0.87,0.5,3,242,2,0,0,0,IT,low,EMP02048
0.48,0.85,3,279,4,0,0,0,IT,low,EMP02049
0.58,0.55,4,202,3,0,0,0,IT,medium,EMP02050
0.58,0.84,5,228,3,0,0,0,product_mng,medium,EMP02051
0.73,0.69,4,171,3,0,0,0,product_mng,medium,EMP02052
0.68,0.54,4,153,3,0,0,0,product_mng,medium,EMP02053
0.41,0.68,3,165,3,1,0,0,product_mng,medium,EMP02054
0.85,0.6,3,182,3,0,0,0,IT,medium,EMP02055
0.54,0.7,5,239,5,0,0,0,RandD,medium,EMP02056
0.81,0.61,5,231,2,0,0,0,RandD,medium,EMP02057
0.7,0.52,4,255,3,0,0,0,RandD,medium,EMP02058
0.63,0.66,4,237,2,1,0,0,RandD,medium,EMP02059
0.68,0.54,3,251,2,0,0,0,RandD,medium,EMP02060
0.7,0.53,4,178,2,0,0,0,marketing,medium,EMP02061
0.82,0.65,4,148,3,0,0,0,sales,high,EMP02062
0.72,0.94,4,240,4,0,0,0,accounting,low,EMP02063
0.77,0.78,3,269,3,0,0,0,support,medium,EMP02064
0.86,0.91,4,147,3,0,0,0,technical,medium,EMP02065
0.15,0.97,3,198,5,0,0,0,management,medium,EMP02066
0.81,0.99,5,143,3,0,0,0,marketing,medium,EMP02067
0.93,0.98,3,238,2,0,0,0,marketing,low,EMP02068
0.62,0.74,4,213,4,0,0,0,marketing,low,EMP02069
0.53,0.81,3,226,3,1,0,0,sales,low,EMP02070
0.86,0.99,3,169,2,1,0,0,sales,low,EMP02071
0.92,0.65,4,238,2,0,0,0,sales,low,EMP02072
0.97,0.83,4,202,3,0,0,0,sales,low,EMP02073
0.39,0.78,2,205,6,1,0,0,sales,low,EMP02074
0.45,0.66,3,111,4,0,0,0,sales,low,EMP02075
0.41,0.47,4,104,3,0,0,0,sales,low,EMP02076
0.51,0.69,3,212,3,0,0,0,sales,low,EMP02077
0.74,0.62,4,236,4,0,0,0,sales,low,EMP02078
0.69,0.57,5,245,2,1,0,0,sales,low,EMP02079
0.84,0.64,4,267,4,0,0,0,sales,low,EMP02080
0.69,0.66,5,106,5,0,0,0,sales,low,EMP02081
0.93,0.53,5,198,3,0,0,0,sales,low,EMP02082
0.33,0.45,6,239,3,0,0,0,sales,low,EMP02083
0.25,0.65,5,220,3,0,0,0,sales,low,EMP02084
0.63,0.59,5,224,3,0,0,0,sales,low,EMP02085
0.81,0.62,3,100,3,0,0,0,sales,low,EMP02086
0.12,0.87,4,244,5,0,0,0,sales,low,EMP02087
0.52,0.66,4,139,3,0,0,0,sales,low,EMP02088
0.57,0.51,2,152,2,0,0,0,accounting,medium,EMP02089
0.84,0.58,4,208,3,0,0,0,accounting,medium,EMP02090
0.6,0.95,5,205,3,0,0,0,accounting,medium,EMP02091
0.73,0.44,2,194,6,0,0,0,hr,medium,EMP02092
0.2,0.58,3,209,5,0,0,0,hr,medium,EMP02093
0.58,0.9,3,212,3,0,0,0,hr,medium,EMP02094
0.48,0.56,2,151,3,0,0,0,hr,medium,EMP02095
0.54,0.67,4,282,6,0,0,0,technical,medium,EMP02096
0.86,1,4,256,3,0,0,0,technical,medium,EMP02097
0.94,0.83,2,185,3,1,0,0,technical,medium,EMP02098
0.76,0.74,5,132,3,0,0,0,technical,medium,EMP02099
0.61,0.95,5,233,3,0,0,0,technical,medium,EMP02100
0.56,0.94,4,215,2,0,0,0,technical,high,EMP02101
1,0.74,3,220,4,0,0,0,technical,low,EMP02102
0.15,0.53,6,222,3,0,0,0,technical,medium,EMP02103
0.19,0.58,5,182,2,0,0,0,technical,medium,EMP02104
0.17,0.73,5,258,4,0,0,0,technical,medium,EMP02105
0.71,0.57,3,209,2,0,0,0,technical,medium,EMP02106
0.86,0.79,3,242,2,0,0,0,support,low,EMP02107
0.59,0.88,4,155,3,1,0,0,support,low,EMP02108
0.74,0.76,5,104,4,0,0,0,support,low,EMP02109
0.98,0.92,4,201,3,1,0,0,support,low,EMP02110
0.93,0.75,5,143,3,0,0,0,support,low,EMP02111
1,0.92,5,161,3,1,0,0,support,low,EMP02112
0.59,0.81,4,200,2,0,0,0,support,low,EMP02113
0.98,0.55,4,255,2,0,0,0,support,low,EMP02114
0.35,0.5,5,227,2,0,0,0,support,low,EMP02115
0.42,0.96,3,270,6,0,0,0,support,low,EMP02116
0.61,0.85,5,230,3,0,0,0,support,low,EMP02117
0.78,0.72,5,270,3,1,0,0,technical,low,EMP02118
0.93,0.52,4,200,3,0,0,0,technical,low,EMP02119
0.5,0.95,5,207,3,0,0,0,technical,low,EMP02120
0.67,0.51,5,182,3,0,0,0,management,low,EMP02121
0.75,0.85,4,234,3,0,0,0,IT,low,EMP02122
0.79,0.51,4,237,2,0,0,0,IT,low,EMP02123
0.84,0.89,4,187,2,1,0,0,IT,low,EMP02124
0.72,0.5,3,257,6,0,0,0,IT,low,EMP02125
0.57,0.48,2,194,2,0,0,0,IT,low,EMP02126
0.73,0.52,4,162,3,0,0,0,product_mng,low,EMP02127
0.74,0.58,4,148,2,0,0,0,product_mng,medium,EMP02128
0.52,0.83,4,210,2,0,0,0,product_mng,medium,EMP02129
0.56,0.76,3,213,2,1,0,0,product_mng,medium,EMP02130
0.76,0.68,4,189,2,1,0,0,IT,medium,EMP02131
0.82,0.93,4,185,2,0,0,0,RandD,medium,EMP02132
0.76,0.83,3,186,2,1,0,0,RandD,medium,EMP02133
0.62,0.59,3,128,3,0,0,0,RandD,medium,EMP02134
0.48,0.8,4,268,3,0,0,0,RandD,medium,EMP02135
0.64,0.77,3,213,3,1,0,0,RandD,medium,EMP02136
0.74,0.82,4,142,2,0,0,0,marketing,medium,EMP02137
0.52,0.43,2,199,2,0,0,0,sales,medium,EMP02138
0.67,0.5,4,157,2,0,0,0,accounting,medium,EMP02139
0.71,0.76,5,172,2,1,0,0,support,high,EMP02140
0.72,0.63,3,176,3,1,0,0,technical,low,EMP02141
0.33,0.58,2,183,2,0,0,0,management,medium,EMP02142
0.91,0.56,4,270,2,0,0,0,marketing,medium,EMP02143
0.88,0.68,5,157,4,1,0,0,marketing,medium,EMP02144
0.96,0.6,4,185,3,0,0,0,marketing,medium,EMP02145
0.97,0.68,3,167,3,0,0,0,sales,low,EMP02146
0.27,0.59,5,226,5,0,0,0,sales,low,EMP02147
0.65,0.64,3,223,4,0,0,0,sales,low,EMP02148
0.68,0.73,3,257,3,0,0,0,sales,low,EMP02149
0.68,0.46,4,143,3,0,0,0,sales,low,EMP02150
0.69,0.74,3,215,2,0,0,0,sales,low,EMP02151
0.79,0.99,3,194,4,0,0,0,sales,low,EMP02152
0.74,0.92,5,193,3,0,0,0,sales,low,EMP02153
0.8,0.83,3,163,3,0,0,0,sales,low,EMP02154
0.38,0.94,5,252,5,0,0,0,sales,low,EMP02155
0.26,0.83,3,168,3,0,0,0,sales,low,EMP02156
0.81,0.86,3,231,3,0,0,0,sales,low,EMP02157
0.67,0.54,2,141,2,0,0,0,sales,low,EMP02158
0.55,0.81,4,260,2,0,0,0,sales,low,EMP02159
0.87,0.71,3,132,2,0,0,0,sales,low,EMP02160
